,sentence,joy,anticipation,fear,surprise,anger,sadness,trust,disgust
6466,He was reading the book Tom Sawyer at recess.,0,0,0,0,0,1,0,0
6467,Charlie to her to leave and couldn't believe what she just did.,0,0,0,0,0,1,0,1
6468,Jon invited his American friends to come visit.,1,1,0,0,0,0,1,0
6469,She had bought a new rod and reel.,1,1,0,0,0,0,1,0
6470,He needed some extra change to use the bus.,0,1,1,1,0,0,0,0
6471,Gina was furious.,0,1,0,0,1,1,0,0
6472,They talked for a few minutes and walked away.,1,0,0,0,0,0,0,0
6473,Unfortunately he didn't have his card with him.,0,0,0,1,1,1,0,0
6474,A red sock had been hidden in the load and dyed the clothes.,0,0,1,1,1,1,0,1
6475,Jon has a big math test in the morning.,0,1,1,0,0,0,0,0
6476,It took her friend a few days to prepare the paper.,0,1,0,0,0,0,0,0
6477,Then Jen started laughing and told her she had hidden it for a joke.,1,1,0,0,0,0,0,0
6478,He finally had enough and planted several cameras near his fridge.,1,1,0,1,0,0,1,0
6479,I was afraid to submit it.,0,1,1,1,0,0,0,0
6480,"After searching for an hour, Elizabeth found Drake's body in a field.",0,0,1,1,1,1,0,1
6481,He was glad he got this tent and it was his favorite gift.,1,1,0,0,0,0,0,0
6482,She couldn't remember her friend's last name.,0,1,0,0,1,1,0,0
6483,They still need a bass player.,1,1,0,0,0,0,1,0
6484,Andy no longer has back problems after a few weeks with the brace.,1,1,0,1,0,0,0,0
6485,A friend finally helped proof read it.,0,0,0,0,0,0,0,0
6486,But soon she was jogging for miles easily.,1,1,0,0,0,0,1,0
6487,Jasper had always wanted to learn how to cook.,1,1,1,1,0,0,0,0
6488,Soon enough she was on a tour of the forty eight states.,1,1,0,1,0,0,0,0
6489,Joey prayed for snow so school would close for the day.,1,1,0,0,0,0,0,0
6490,He brought his daughter to the doctor.,0,0,1,0,0,1,0,1
6491,Jenny was very happy with her new nails.,1,1,0,1,0,0,1,0
6492,"Soon, Rita's house became the magnet for watching TV.",1,0,0,0,0,0,0,0
6493,My teacher who drove across me stopped.,0,0,0,1,0,0,0,0
6494,"Instead of being mad, I assumed that they were not mad at me.",1,1,1,0,1,0,1,0
6495,The professor said he would not curve the grades.,0,1,1,1,1,1,0,0
6496,She gave hints about the present she wanted.,1,1,0,1,0,0,1,0
6497,The fight began to escalate and both people were being very harsh.,0,1,1,1,1,1,0,1
6498,His wife lectured him thoroughly.,0,0,0,0,0,1,0,0
6499,It wasn't the best option but Tom agreed.,0,1,0,0,0,0,1,0
6500,Jordan's mom registered her for dance classes.,1,0,0,0,0,0,0,0
6501,Harold adjusted the sails and headed west into shore.,0,1,1,0,0,0,0,0
6502,Michael was having a daughter.,1,1,0,1,0,0,1,0
6503,Emily didn't have any problems.,1,0,0,1,0,0,1,0
6504,"Sally got mad, hit the board, made the checker pieces fly.",0,0,0,0,1,0,0,1
6505,"Since she studied for a different chapter, she barely knew anything.",0,1,1,1,0,1,0,0
6506,One day he overheard others talking in spanish.,1,1,0,1,0,0,1,0
6507,Bob was driving up his driveway.,1,1,0,0,0,0,0,0
6508,They have always been rivals in school.,1,1,1,0,1,0,1,0
6509,She would eat it with everything.,1,1,0,0,0,0,1,0
6510,She found some juice in the refrigerator.,1,1,0,0,0,0,1,0
6511,At the coffee shop he orders a coffee.,1,1,0,0,0,0,1,0
6512,I wasn't feeling sociable.,0,0,0,0,0,1,0,0
6513,He made it a point to go to the library every day to learn something.,1,1,0,0,0,0,0,0
6514,A rabbit had started nesting on top of his battery!,0,0,0,1,0,0,0,0
6515,His nephew said that was not possible.,0,1,0,1,0,0,0,0
6516,He realized he was the first one in.,1,0,0,1,0,0,1,0
6517,She got a place with soundproof walls.,1,0,0,0,0,0,0,0
6518,"During practice, he ran for the ball and was trampled.",0,0,1,1,1,1,0,0
6519,The instructor was stoic in the seat next to her.,0,0,1,0,0,0,0,0
6520,She used it everywhere.,1,1,0,0,0,0,0,0
6521,"So when her mom told her that her old dog had died, she stiffened.",0,0,1,0,0,1,0,0
6522,He hit his first home run.,1,0,0,0,0,0,0,0
6523,She arrived at the theater and tried to buy a ticket.,1,1,0,0,0,0,0,0
6524,The adults were playing music and dancing.,1,0,0,0,0,0,0,0
6525,She liked their relationship.,1,0,0,0,0,0,0,0
6526,Rita eventually left her boyfriend for her new Rich man Dandy.,1,1,0,0,0,0,0,0
6527,"When he gave it to me, there was fruit punch without ice.",0,0,0,1,1,1,0,0
6528,She was going on an anniversary trip with her husband.,1,1,0,0,0,0,0,0
6529,She said Jordan couldn't eat any because he got to play all the games.,0,0,0,1,1,1,0,1
6530,Tim needed to do laundry.,0,1,0,0,0,0,0,0
6531,Lily was flying alone for the first time.,0,0,1,0,0,1,0,0
6532,She poured it in a baby cup.,0,0,0,0,1,0,0,1
6533,They took lots of pictures and enjoyed the sights.,1,1,0,0,0,0,1,0
6534,He decided to microwave the food.,1,1,0,0,0,0,1,0
6535,Last week Lance told a hilarious joke.,1,0,0,0,0,0,0,0
6536,I heard the knock at the door.,1,1,0,1,0,0,1,0
6537,"On game day, James was excited.",1,1,0,0,0,0,1,0
6538,My son received a lot of gifts.,1,0,0,0,0,0,0,0
6539,Sue snuck the dish onto the table when no one was looking.,1,1,0,0,0,0,0,0
6540,Popular websites adjusted their ad plans.,0,0,0,1,0,0,0,0
6541,"So, going into labor with her first baby, she refused the epidural.",0,1,1,1,0,0,0,0
6542,Bret really wanted to see the midnight release of a new movie.,1,1,0,0,0,0,1,0
6543,"23 years later, she's my wife and we have two girls - and a boy.",1,0,0,1,0,0,1,0
6544,When he left they were enjoying a new look of the room.,1,0,0,0,0,0,1,0
6545,Thankfully we get to fly back home to see them tomorrow morning.,1,1,0,0,0,0,1,0
6546,Her husband took her to the hospital immediately.,0,0,1,1,0,0,0,0
6547,I needed to lose 80 pounds for my wedding.,0,1,0,0,0,0,0,0
6548,"However, she ignored him.",0,0,0,0,1,0,0,1
6549,She looked at all the paintings and sculptures.,1,1,0,1,0,0,0,0
6550,A woman kept hearing a buzzing sound.,0,1,0,1,1,0,0,0
6551,Her friends threw her surprise birthday party.,1,0,0,1,0,0,0,0
6552,"Luckily, she was able to clean the burned spot up.",1,0,0,1,0,0,0,0
6553,"However, he had never been there because he was afraid of flying.",0,0,1,0,0,0,0,0
6554,Jon fell to his death.,0,1,1,0,0,1,0,0
6555,They all started playing and Angie won every round!,0,1,0,1,0,0,0,0
6556,The hot sun caused the hose to burst.,0,0,0,1,1,0,0,0
6557,She flipped the eggs into a fluffy omelet.,1,1,0,1,0,0,1,0
6558,James blocked every shot and skyrocketed to superstar status.,1,0,0,1,0,0,0,0
6559,He took Mary out for a romantic dinner.,1,1,0,0,0,0,1,0
6560,I wanted to be thin like the friends i associated with.,0,1,1,0,0,1,0,0
6561,"When the buzzer dinged, she opened the washer and saw pink!",0,0,0,1,1,0,0,1
6562,There once was a loud bully.,0,1,0,0,1,0,0,0
6563,The gift was an aloe plant.,1,1,0,1,0,0,1,0
6564,He donated the funds to the school.,1,1,0,1,0,0,0,0
6565,He did not do well in the contest.,0,0,1,1,1,1,0,1
6566,Jane finally started studying on Thursday evening.,0,1,0,0,0,1,0,1
6567,She had her mother in law mind her two year old.,1,0,0,0,0,0,1,0
6568,Her husband bought sweets and sat them on the table.,0,1,0,0,1,0,0,0
6569,Alison left Hawaii when she was 18 to live on the Mainland.,1,1,0,0,0,0,1,0
6570,Tom took a grand road trip and saw the country.,1,1,0,1,0,0,1,0
6571,"One album had 13 songs, but only 7 were downloaded.",0,0,0,1,1,1,0,1
6572,His co workers don't work as hard as he does.,0,0,0,0,1,0,0,1
6573,Dan wanted to play outside.,1,1,0,0,0,0,0,0
6574,Olan asked the neighbor if he could buy a pie from her.,1,1,0,0,0,0,0,0
6575,Iris was training for a race.,1,1,0,0,0,0,1,0
6576,It made her depression worse.,0,1,0,1,0,1,0,0
6577,She was having a hard time kicking a goal with other people around.,0,0,1,1,0,0,0,0
6578,She went to check on him and saw that the dog was sick.,0,0,0,0,0,1,0,0
6579,Lisa had always wanted a balcony but did not want to demand that room.,0,1,1,0,0,0,0,0
6580,Jen is always mad at someone.,0,0,0,0,1,1,0,0
6581,Five minutes went by and the iron still hadn't come on.,0,0,0,0,1,0,0,1
6582,She was swinging.,1,0,0,0,0,0,0,0
6583,His mom gave him a glow stick.,1,1,0,1,0,0,1,0
6584,With a saw he then cut up the pieces.,0,1,0,0,0,0,1,0
6585,I diligently read all 20 books to my child.,1,1,0,0,0,0,1,0
6586,"I scoffed at her, as the agency was very political.",0,0,0,0,1,0,0,1
6587,Amy wanted to buy a coat when it went on sale at work.,1,1,0,0,0,0,1,0
6588,A passerby heard her meows for help.,0,1,1,1,0,1,0,0
6589,She told me it was everyone and everything.,1,0,0,0,0,0,1,0
6590,They had fun exploring their city while capturing imaginary creatures.,1,1,0,0,0,0,1,0
6591,He wears one of its feet in memory of the delicious stew it made.,1,0,0,0,0,0,0,0
6592,This made her very nervous.,0,1,1,0,0,0,0,0
6593,He plagiarized much of it.,0,1,1,0,0,1,0,1
6594,I decided to try the chips anyway.,1,0,0,1,0,0,0,0
6595,We were supposed to help visitors to Boston.,1,1,0,0,0,0,0,0
6596,He recently received an invitation to a battle.,1,1,0,1,0,0,1,0
6597,My family and I go to my parent's home in Florida every year.,1,1,0,0,0,0,1,0
6598,Amy checked it out and decided to come back later to see more.,1,1,0,0,0,0,0,0
6599,Everyone was to bring a small gift for a Christmas game.,1,1,0,0,0,0,1,0
6600,Jen and Mike were having a picnic.,1,0,0,0,0,0,0,0
6601,He did not make it this time.,0,1,1,0,0,1,0,0
6602,The bully caught up with Jed and started hitting him.,0,1,0,0,1,0,0,0
6603,"He used to play consoles, but was now getting into PC gaming.",1,1,0,0,0,0,0,0
6604,He drove back home after an exhausting day.,0,1,0,0,1,0,0,1
6605,He had never been in trouble before!,0,0,0,1,0,1,0,1
6606,They struggled to get through the building since it was crowded.,0,1,1,1,1,1,0,0
6607,Inside was a huge clump of hair.,0,0,0,1,0,0,0,1
6608,Sarah's mother always praised her daughter's drawings.,1,0,0,0,0,0,1,0
6609,He secretly put his food in his napkin when his boss wasn't looking.,0,1,1,0,0,0,0,0
6610,Her classmates thought she was even prettier with her new glasses!,1,0,0,1,0,0,1,0
6611,"Soon the robber ran off and Joe got up, very shaken.",0,1,1,1,1,0,0,1
6612,I sprinkled salt over the steps and on the sidewalk.,0,1,1,1,0,0,0,0
6613,Went I got to the park everyone was doing the 'daddy shot.'.,1,1,0,1,0,0,1,0
6614,The waitress was embarrassed and fixed the problem.,0,1,0,0,0,0,0,0
6615,Andrew got his revenge in Halloween and scared Joe.,1,0,1,1,0,0,0,0
6616,Only three other people said they would also eat pizza.,0,1,0,0,0,0,0,0
6617,She had to sleep with the light on!,0,1,1,0,0,0,0,1
6618,Katrina always wanted children.,1,1,0,0,0,0,1,0
6619,At first she liked the parrot.,1,1,0,0,0,0,0,0
6620,So she just ordered a lemonade.,0,0,0,0,1,1,0,1
6621,But it was a 20 minute walk.,0,0,0,1,0,1,0,1
6622,Cora's noodling turned into a full song.,0,0,0,0,0,0,0,0
6623,Her parents bought her new underwear.,1,1,0,1,0,0,1,0
6624,Charlie has one the luckiest days ever and he keeps his lucky penny.,1,1,0,1,0,0,1,0
6625,He spent countless hours practicing and failing.,0,1,1,0,1,1,0,1
6626,He became fascinated with their culture.,1,1,0,0,0,0,1,0
6627,Fern went to the animal shelter.,1,1,0,0,0,0,1,0
6628,He told me to decrease sodium in my diet.,0,1,1,1,0,1,0,0
6629,By the third week Kay could barely stand the class.,0,0,0,0,0,1,0,1
6630,She decided to spice things up with a fresh look.,1,1,0,0,0,0,1,0
6631,"He is terrified at first, but loves the adrenaline rush.",1,1,1,1,0,0,0,0
6632,She decided to go buy something.,0,0,0,0,1,0,0,1
6633,I could not believe the obscene price.,0,1,1,1,1,1,0,1
6634,She had never been there alone.,0,1,1,0,0,0,0,0
6635,"To remedy the situation, they bought a basin for the turtle.",1,0,0,0,0,0,1,0
6636,Maurice now makes a living as an artist.,1,0,0,1,0,0,1,0
6637,She decided to make her own.,1,1,0,0,0,0,1,0
6638,She ran up to her after class to say hi.,1,1,0,0,0,0,1,0
6639,Melody eventually offered to make the spaghetti for Meagan.,1,0,0,0,0,0,1,0
6640,It was a really great time.,1,0,0,1,0,0,0,0
6641,"I couldn't go outside, so I looked for something to do indoors.",0,1,0,0,0,0,0,0
6642,"I declined, but was so touched and still babysat her baby.",1,1,0,1,0,0,1,0
6643,He was watering his lawn.,1,0,0,0,0,0,0,0
6644,It was great.,1,1,0,0,0,0,0,0
6645,Nothing she did was ever enough.,0,0,1,0,1,1,0,1
6646,The line to register stretched for over a block.,0,1,1,1,0,1,0,1
6647,They ended up smelling her house.,0,0,0,1,0,0,0,1
6648,When she got off the bus she was pushing a stroller.,0,1,0,0,0,0,0,0
6649,So they started brainstorming as to what they could do for the day.,0,1,0,1,0,0,0,0
6650,She looked at pictures on the internet of many desired hairstyles.,1,1,0,0,0,0,0,0
6651,Susan did not know how.,1,1,1,1,1,1,1,1
6652,Her date insisted they go for sushi.,0,1,0,0,0,0,1,0
6653,He wasn't sure how people would react to him being able bodied.,0,1,1,1,0,0,0,0
6654,He got it removed and he did not feel a thing.,1,0,0,1,0,0,0,0
6655,He has been playing games on it for 5 hours.,0,0,0,0,1,1,0,1
6656,My friend's son is autistic.,0,0,1,0,1,1,0,0
6657,Fred leaned into kiss Lucy.,1,1,0,0,0,0,1,0
6658,He is afraid he is not going to be able to communicate with people.,0,1,1,0,0,0,0,0
6659,"He gave us a box of goods to sell, such as candy and drinks.",1,1,0,1,0,0,0,0
6660,Jay couldn't find a job.,0,0,1,0,1,1,0,0
6661,Chris' new phone arrived the next day.,1,1,0,0,0,0,1,0
6662,Tom had possession of the ball.,1,1,1,0,0,0,1,0
6663,Brian got lost between rides.,0,0,1,1,0,1,0,0
6664,The family hung them on the walls.,1,0,0,0,0,0,0,0
6665,Jill vowed to beat this sickness and overcome it all.,0,1,1,0,0,1,0,0
6666,He ends up sleeping through the exam.,0,1,1,0,1,1,0,1
6667,Elle's class went to the petting zoo.,1,0,0,0,0,0,1,0
6668,She immediately ran away.,0,0,1,1,0,0,0,1
6669,I needed some pictures for a project.,0,1,0,0,0,1,0,1
6670,I told them I wanted to do it alone.,1,1,0,0,1,0,0,0
6671,Anna looked in the pantry.,1,1,1,1,0,0,0,0
6672,My son was wearing flip flops.,0,0,1,1,1,1,0,0
6673,Kia thought the menu choices were strange and foreign.,0,1,1,1,0,0,0,0
6674,She was overwhelmed by the size of the cafeteria.,1,1,0,1,0,0,0,0
6675,The man turned on his music.,1,0,0,0,0,0,1,0
6676,I told her discretely.,1,1,0,0,0,0,1,0
6677,She even practiced with the puppy at home.,1,1,0,0,0,0,1,0
6678,Jake saw a puppy in the Pet Store and wanted his Dad to buy it.,1,1,0,0,0,0,1,0
6679,I found of bunch of recipes to try out.,1,1,0,0,0,0,0,0
6680,Erin threw Sara under the bus placing all the blame on her.,0,0,0,0,1,1,0,1
6681,"Then, he waited.",1,1,0,1,0,0,0,0
6682,We saw some lights and carefully sneaked out before being caught.,0,0,1,0,0,0,0,0
6683,His resume had several spelling mistakes.,0,1,1,1,1,1,0,1
6684,His boss applauded James for his excellent work.,1,0,0,0,0,0,0,0
6685,Jamal got his first dunk in easily.,1,0,0,1,0,0,0,0
6686,On the day of birth the baby passed away.,0,0,0,0,0,0,0,0
6687,During his drive home he was stopped by a police officer.,0,1,0,1,1,0,0,1
6688,She hit the golf course that night.,1,1,0,1,0,0,1,0
6689,Tonight she came from NY and asked where Peter was.,1,0,0,0,0,0,0,0
6690,I got my first job.,1,0,0,1,0,0,0,0
6691,Tammy wanted a new puppy.,1,1,0,0,0,0,0,0
6692,She had to fix his knee.,0,1,0,1,0,1,1,0
6693,During her senior year she able to apply to graduate schools.,1,1,0,0,0,0,0,0
6694,So he got a job and saved his money.,1,1,0,0,0,1,1,0
6695,I could not find a job.,0,1,1,1,1,1,0,1
6696,Tom had white sofas.,1,0,0,0,0,0,1,0
6697,We were very hot and not pleased with the service.,0,0,0,0,1,1,0,1
6698,"When he went back up, he got a nasty shock.",0,0,1,1,0,0,0,0
6699,Laura's younger brother entered the living room.,0,1,0,1,0,0,0,0
6700,She couldn't bare the thought of losing and became desperate.,0,1,0,0,0,0,0,0
6701,I was super excited to go on a trip to Los Angeles.,1,1,0,0,0,0,0,0
6702,John is sleepy.,0,0,0,0,0,0,1,0
6703,"Afterward, they told Tam his poor hearing disqualified him.",0,0,0,0,1,1,0,1
6704,Kia hit the mean girl in the nose and no one ever bullied her again.,0,0,0,0,1,0,0,0
6705,He decides to go for a swim at the lake nearby his house.,1,1,0,0,0,0,0,0
6706,Their kids had played Little League on the same team.,1,0,0,0,0,0,1,0
6707,Kerri was taken into a chair as the staff washed her hair.,1,1,0,0,0,0,1,0
6708,He saved up for months to afford the bike.,1,1,0,1,0,0,1,0
6709,Marcus told his eldest son to watch his younger brother.,1,1,0,0,0,0,1,0
6710,"Finally, he decided to practice until he could get it right.",0,1,0,0,0,0,0,0
6711,They brought some stale bread to feed to the ducks.,1,1,0,0,0,0,1,0
6712,Jin returned to China with new friends and new goals.,1,1,0,1,0,0,1,0
6713,I was using crayons to make pictures.,1,1,0,1,0,0,0,0
6714,But he was having the hardest time finding a good sales job.,0,0,0,1,1,1,0,0
6715,She started taking acting classes and earning acclaim.,1,0,0,0,0,0,0,0
6716,Jane was always very afraid of high places.,0,1,1,0,0,0,0,0
6717,"She kicked it away and ran, luckily escaping the beast.",0,1,1,0,1,0,0,0
6718,She got her supplies together and set to work.,1,1,0,0,0,0,0,0
6719,Harry wore high top shoes before going to the roller coaster park.,0,1,0,0,0,0,0,0
6720,Her brothers all played baseball on little league teams.,1,1,0,0,0,0,0,0
6721,Jeff wound up winning first place in the Math competition.,1,0,0,0,0,0,0,0
6722,I had to have surgery to pin it in place.,0,0,1,0,0,1,0,0
6723,He changed the tire on the side of the road.,0,1,1,0,1,1,0,0
6724,Kim ran to the store on her break at work.,0,1,0,0,0,0,0,0
6725,She had fallen asleep watching TV after eating dinner.,0,0,0,1,0,0,0,0
6726,They decided to go hiking instead.,1,1,0,0,0,0,0,0
6727,They played Villanova on Saturday night and were favored to win.,1,1,0,1,0,0,0,0
6728,"I was sad, angry, and hated my family due to years of extreme abuse.",0,0,0,0,1,0,0,1
6729,She decorates her house and yard with things she collected over time.,1,1,0,0,0,0,1,0
6730,He thought long and hard about who to vote for.,1,1,0,0,0,0,0,0
6731,Will has sold over one hundred of his photographs!,1,0,0,1,0,0,0,0
6732,I went to a Chinese Christian church in Boston from 1968 to 1981.,1,0,0,0,0,0,1,0
6733,That day Phil delivered all of the newspapers on foot.,0,0,0,0,1,1,0,0
6734,John was a student at an elementary school.,1,0,0,0,0,0,1,0
6735,Jane had decided she was just going to stay in and order food.,0,1,0,0,0,1,0,0
6736,She clutched her purse tightly.,0,1,1,1,0,0,0,0
6737,John and Mary flinched.,0,0,1,1,0,1,0,0
6738,Tom tried to deal with it.,0,1,1,0,0,1,1,0
6739,She then led her children to the concession stand.,0,1,0,0,0,1,0,0
6740,People stood up and clapped when his name was called.,1,1,0,0,0,0,1,0
